id,publicaddress,caseNumber,precinct,reportedDate,reportedDateTime,offense,description,centerLong,centerLat,centerX,centerY,neighborhood
15058,0010XX 27TH ST W,MP2023222816,5,2023/08/20 00:00:00+00,2023/08/20 13:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29252,44.95374,-10385275.8,5614241.894,Lowry Hill East
15060,0031XX DUPONT AVE S,MP2023222836,5,2023/08/20 00:00:00+00,2023/08/20 15:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29322,44.94566,-10385353.38,5612971.499,South Uptown
15061,0032XX DUPONT AVE S,MP2023222843,5,2023/08/20 00:00:00+00,2023/08/20 14:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29324,44.94383,-10385355.64,5612682.282,South Uptown
15062,0033XX RUSSELL AVE N,MP2023222859,4,2023/08/20 00:00:00+00,2023/08/20 14:39:00+00,AUTOTH,AUTOMOBILE THEFT,-93.3108,45.01595,-10387310.41,5624033.056,Cleveland
15063,0004XX 14TH AVE SE,MP2023222877,2,2023/08/20 00:00:00+00,2023/08/20 14:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23539,44.98098,-10378915.93,5618527.949,Marcy Holmes
15065,0028XX GARFIELD ST NE,MP2023222940,2,2023/08/20 00:00:00+00,2023/08/20 15:44:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23328,45.01955,-10378680.93,5624599.508,Audubon Park
15066,0022XX 25TH AVE S,MP2023223008,3,2023/08/20 00:00:00+00,2023/08/20 17:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23619,44.96006,-10379005.7,5615236.539,Seward
15067,0012XX 23RD AVE N,MP2023223030,4,2023/08/20 00:00:00+00,2023/08/20 17:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2964,45.00261,-10385708.21,5621932.371,Jordan
15068,0028XX DUPONT AVE S,MP2023223041,5,2023/08/20 00:00:00+00,2023/08/20 19:42:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29317,44.951,-10385348.61,5613810.115,Lowry Hill East
15070,0040XX VINCENT AVE S,MP2023223163,5,2023/08/20 00:00:00+00,2023/08/20 19:54:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31602,44.92959,-10387891.68,5610444.291,Linden Hills
15071,0027XX PLEASANT AVE,MP2023223172,5,2023/08/20 00:00:00+00,2023/08/20 21:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28298,44.95284,-10384213.72,5614100.852,Whittier
15073,0007XX 35TH ST E,MP2023223227,3,2023/08/20 00:00:00+00,2023/08/20 22:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26446,44.93957,-10382152.69,5612012.442,Central
15078,0030XX 44TH ST E,MP2023223378,3,2023/08/21 00:00:00+00,2023/08/21 01:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22896,44.92327,-10378200.28,5609450.602,Ericsson
15166,0061XX WENTWORTH AVE,MP202350088,5,2023/03/02 00:00:00+00,2023/03/02 14:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28067,44.89191,-10383956.46,5604520.981,Windom
15170,0016XX 6TH ST S,MP202352229,1,2023/03/04 00:00:00+00,2023/03/04 18:27:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2485,44.96812,-10380375.17,5616503.931,Cedar Riverside
15173,0045XX BRYANT AVE S,MP202352932,5,2023/03/05 00:00:00+00,2023/03/05 08:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29087,44.92047,-10385092.11,5609010.296,East Harriet
15174,0015XX 4TH ST S,MP202352952,1,2023/03/05 00:00:00+00,2023/03/05 08:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24866,44.97082,-10380393.3,5616928.681,Cedar Riverside
15175,32ND ST W / COLFAX AVE S,MP202352955,5,2023/03/05 00:00:00+00,2023/03/05 10:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29195,44.94473,-10385212.43,5612824.428,South Uptown
15178,0050XX SHERIDAN AVE N,MP202353013,4,2023/03/05 00:00:00+00,2023/03/05 09:42:00+00,AUTOTH,AUTOMOBILE THEFT,-93.3131,45.04668,-10387566.99,5628873.965,Shingle Creek
15181,0024XX 13TH AVE S,MP202353034,3,2023/03/05 00:00:00+00,2023/03/05 10:13:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25623,44.95823,-10381235.8,5614948.796,Midtown Phillips
15182,0030XX OAKLAND AVE,MP202353037,3,2023/03/05 00:00:00+00,2023/03/05 09:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26648,44.94751,-10382376.94,5613261.732,Central
15183,0010XX HAWTHORNE AVE,MP202353041,1,2023/03/05 00:00:00+00,2023/03/05 10:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27928,44.97651,-10383801.74,5617824.148,Downtown West
15184,0045XX 3RD AVE S,MP202353061,3,2023/03/05 00:00:00+00,2023/03/05 11:09:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2728,44.92058,-10383080.92,5609027.403,Regina
15186,0029XX PLEASANT AVE,MP202353074,5,2023/03/05 00:00:00+00,2023/03/05 14:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.283,44.94955,-10384216.52,5613582.365,Whittier
15187,0005XX GROVELAND AVE,MP202353087,1,2023/03/05 00:00:00+00,2023/03/05 14:13:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28737,44.9669,-10384702.89,5616312.625,Loring Park
15189,0004XX 6TH AVE NE,MP202353119,2,2023/03/05 00:00:00+00,2023/03/05 12:13:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25861,44.99511,-10381500.98,5620751.81,St. Anthony West
15190,0006XX UNIVERSITY AVE NE,MP202353128,2,2023/03/05 00:00:00+00,2023/03/05 13:06:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26121,44.99502,-10381790.48,5620738.2,St. Anthony West
15191,0033XX HIAWATHA AVE,MP202353129,3,2023/03/05 00:00:00+00,2023/03/05 15:09:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23343,44.94125,-10378697.78,5612277.065,Longfellow
15192,0014XX QUINCY ST NE,MP202353146,2,2023/03/05 00:00:00+00,2023/03/05 12:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25125,45.00269,-10380681.47,5621945.013,Logan Park
15193,0012XX 23RD AVE N,MP202353191,4,2023/03/05 00:00:00+00,2023/03/05 13:52:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2964,45.00261,-10385708.21,5621932.371,Near - North
15194,0004XX 5TH ST NE,MP202353221,2,2023/03/05 00:00:00+00,2023/03/05 14:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25691,44.99393,-10381312.06,5620566.707,St. Anthony East
15196,0019XX 3RD AVE N,MP202353261,4,2023/03/05 00:00:00+00,2023/03/05 15:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30542,44.97978,-10386711.69,5618338.959,Harrison
15199,0037XX PARK AVE,MP202353340,3,2023/03/05 00:00:00+00,2023/03/05 17:18:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26503,44.93506,-10382215.47,5611303.596,Central
15200,0060XX NICOLLET AVE,MP202353344,5,2023/03/05 00:00:00+00,2023/03/05 18:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27811,44.89307,-10383671.57,5604703.923,Windom
15201,0034XX EMERSON AVE S,MP202353376,5,2023/03/05 00:00:00+00,2023/03/05 23:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29455,44.94042,-10385501.59,5612146.267,South Uptown
15202,0028XX PARK AVE,MP202353380,3,2023/03/05 00:00:00+00,2023/03/05 17:16:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2652,44.95015,-10382234.82,5613676.707,Phillips West
15203,0034XX COLFAX AVE S,MP202353383,5,2023/03/06 00:00:00+00,2023/03/06 00:01:00+00,AUTOTH,AUTOMOBILE THEFT,-93.292,44.94041,-10385218.49,5612144.681,South Uptown
15205,0034XX IRVING AVE N,MP202353436,4,2023/03/05 00:00:00+00,2023/03/05 16:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29938,45.01769,-10386039.1,5624306.841,Folwell
15206,0009XX 14TH AVE NE,MP202353493,2,2023/03/05 00:00:00+00,2023/03/05 19:28:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24798,45.00227,-10380317.42,5621878.856,Logan Park
15209,34TH ST E / 23RD AVE S,MP202353564,3,2023/03/05 00:00:00+00,2023/03/05 22:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23892,44.94134,-10379308.65,5612291.486,Corcoran
15212,0048XX EMERSON AVE N,MP202353728,4,2023/03/06 00:00:00+00,2023/03/06 04:32:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29532,45.04301,-10385587.52,5628294.5,Lind - Bohanon
15213,6TH ST S / 15TH AVE S,MP202353738,1,2023/03/06 00:00:00+00,2023/03/06 05:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.251,44.96919,-10380653.65,5616672.259,Cedar Riverside
15214,0016XX VINCENT AVE N,MP202353770,4,2023/03/06 00:00:00+00,2023/03/06 07:27:00+00,AUTOTH,AUTOMOBILE THEFT,-93.3159,44.9961,-10387878.97,5620906.92,Willard - Hay
15217,0029XX PLEASANT AVE,MP202353850,5,2023/03/06 00:00:00+00,2023/03/06 11:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.283,44.94955,-10384216.52,5613582.365,Lyndale
15219,0007XX MAIN ST SE,MP202354059,2,2023/03/06 00:00:00+00,2023/03/06 10:34:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24786,44.98138,-10380304.73,5618590.089,Marcy Holmes
15220,0033XX ELLIOT AVE,MP202354221,3,2023/03/06 00:00:00+00,2023/03/06 12:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26134,44.94267,-10381804.36,5612500.613,Central
15222,0021XX ALDRICH AVE N,MP202354304,4,2023/03/06 00:00:00+00,2023/03/06 12:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28952,45.00086,-10384941.97,5621657.155,Hawthorne
15241,6TH AVE N / 3RD ST N,MP2023164238,1,2023/06/23 00:00:00+00,2023/06/23 20:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27704,44.98607,-10383552.16,5619328.359,North Loop
15243,0051XX 17TH AVE S,MP2023165237,3,2023/06/24 00:00:00+00,2023/06/24 18:39:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2499,44.90977,-10380530.87,5607327.163,Hale
15245,0036XX ALDRICH AVE N,MP2023165864,4,2023/06/25 00:00:00+00,2023/06/25 13:31:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2893,45.02122,-10384917.82,5624862.735,McKinley
15247,0002XX 23RD AVE N,MP2023166650,4,2023/06/26 00:00:00+00,2023/06/26 02:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28102,45.00257,-10383995.64,5621926.05,Hawthorne
15250,0049XX 38TH AVE S,MP2023166692,3,2023/06/26 00:00:00+00,2023/06/26 09:33:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21773,44.91354,-10376950.1,5607919.629,Minnehaha
15251,0028XX 1ST AVE S,MP2023166708,5,2023/06/26 00:00:00+00,2023/06/26 09:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27661,44.95138,-10383504.19,5613869.984,Whittier
15254,0040XX 15TH AVE S,MP2023166777,3,2023/06/26 00:00:00+00,2023/06/26 10:41:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25365,44.92962,-10380949.25,5610448.781,Bancroft
15255,0043XX SNELLING AVE,MP2023166778,3,2023/06/26 00:00:00+00,2023/06/26 10:21:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21896,44.92423,-10377087.04,5609601.371,Hiawatha
15258,0006XX 8TH ST S,MP2023166841,1,2023/06/26 00:00:00+00,2023/06/26 11:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26421,44.97217,-10382124.58,5617141.87,Elliot Park
15260,0035XX 24TH AVE S,MP2023166859,3,2023/06/26 00:00:00+00,2023/06/26 13:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23721,44.93863,-10379118.6,5611865.773,Corcoran
15261,0040XX 31ST AVE S,MP2023166867,3,2023/06/26 00:00:00+00,2023/06/26 14:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22704,44.9296,-10377986.44,5610445.219,Standish
15271,0028XX EMERSON AVE N,MP2023167081,4,2023/06/26 00:00:00+00,2023/06/26 18:16:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29431,45.00865,-10385475.29,5622883.079,Jordan
15276,0046XX 5TH AVE S,MP2023167119,3,2023/06/26 00:00:00+00,2023/06/26 17:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26899,44.91881,-10382655.94,5608748.521,Field
15277,PORTLAND AVE / 4TH ST S,MP2023167135,1,2023/06/26 00:00:00+00,2023/06/26 16:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26163,44.97632,-10381837.03,5617794.837,Downtown East
15280,0024XX 5TH AVE S,MP2023167218,3,2023/07/01 00:00:00+00,2023/07/01 18:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26898,44.95826,-10382655.14,5614952.877,Midtown Phillips
15281,GOLDEN VALLEY RD / OLIVER AVE N,MP2023167226,4,2023/06/26 00:00:00+00,2023/06/26 18:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30695,44.99876,-10386882.11,5621325.788,Willard - Hay
15282,0041XX 14TH AVE S,MP2023167246,3,2023/06/26 00:00:00+00,2023/06/26 18:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25493,44.92783,-10381091.15,5610166.958,Bancroft
15283,37TH ST E / ELLIOT AVE,MP2023167296,3,2023/06/26 00:00:00+00,2023/06/26 19:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26125,44.93595,-10381795.04,5611443.953,Powderhorn Park
15285,0041XX 37TH AVE S,MP2023167358,3,2023/06/27 00:00:00+00,2023/06/27 00:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21913,44.92834,-10377106.19,5610246.404,Hiawatha
15289,0022XX FRANKLIN AVE E,MP2023167473,3,2023/06/26 00:00:00+00,2023/06/26 23:13:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24046,44.96275,-10379480.56,5615659.083,Seward
15296,0038XX 46TH AVE S,MP2023167650,3,2023/06/27 00:00:00+00,2023/06/27 08:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.20765,44.93291,-10375828.23,5610966.053,Howe
15297,0052XX 38TH AVE S,MP2023167651,3,2023/07/03 00:00:00+00,2023/07/03 21:06:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21776,44.90809,-10376953.9,5607063.958,Field
15298,0009XX 35TH ST W,MP2023167656,5,2023/06/27 00:00:00+00,2023/06/27 11:39:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27883,44.93953,-10383751.41,5612007.223,Lyndale
15300,0004XX 2ND AVE N,MP2023167681,1,2023/06/27 00:00:00+00,2023/06/27 08:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27425,44.98164,-10383241.65,5618631.233,North Loop
15301,0015XX 50TH ST E,MP2023167688,3,2023/06/27 00:00:00+00,2023/06/27 10:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25306,44.91245,-10380883.16,5607749.034,Hale
15303,0031XX GIRARD AVE S,MP2023167771,5,2023/06/27 00:00:00+00,2023/06/27 11:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29704,44.94566,-10385778.54,5612970.813,South Uptown
15361,4TH ST S / MARQUETTE AVE,MP2023320321,1,2023/12/01 00:00:00+00,2023/12/01 19:15:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26844,44.97922,-10382595.25,5618250.715,Downtown West
15362,0010XX LASALLE AVE,MP2023320364,1,2023/12/01 00:00:00+00,2023/12/01 20:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27655,44.97409,-10383498.06,5617443.618,Downtown West
15363,0010XX WASHINGTON AVE SE,MP2023320448,2,2023/12/01 00:00:00+00,2023/12/01 22:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22312,44.97367,-10377550.57,5617376.95,Prospect Park - East River Road
15365,0006XX 18TH AVE N,MP2023320695,4,2023/12/02 00:00:00+00,2023/12/02 05:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28707,44.99737,-10384669.6,5621107.939,Near - North
15368,0024XX BLOOMINGTON AVE,MP2023320830,3,2023/12/02 00:00:00+00,2023/12/02 11:01:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25239,44.95824,-10380808.85,5614948.943,Midtown Phillips
15372,0058XX CHICAGO AVE,MP2023320885,3,2023/12/02 00:00:00+00,2023/12/02 13:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26279,44.89701,-10381966.78,5605322.31,Diamond Lake
15375,0003XX HENNEPIN AVE E,MP2023320895,2,2023/12/02 00:00:00+00,2023/12/02 13:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25567,44.98823,-10381173.62,5619668.213,Nicollet Island - East Bank
15376,0009XX BROADWAY ST NE,MP2023320909,2,2023/12/02 00:00:00+00,2023/12/02 13:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24544,44.9987,-10380035.31,5621317.398,Northeast Park
15378,14TH ST E / CHICAGO AVE,MP2023320937,1,2023/12/02 00:00:00+00,2023/12/02 14:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26255,44.96889,-10381939.12,5616624.626,Elliot Park
15380,0028XX BRYANT AVE S,MP2023320962,5,2023/12/02 00:00:00+00,2023/12/02 14:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29063,44.95118,-10385065.35,5613839.377,Lowry Hill East
15381,0009XX LOWRY AVE NE,MP2023321015,2,2023/12/02 00:00:00+00,2023/12/02 17:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26794,45.01316,-10382539.58,5623593.042,Marshall Terrace
15382,0037XX CHICAGO AVE,MP2023321037,3,2023/12/02 00:00:00+00,2023/12/02 18:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2625,44.93488,-10381934.3,5611275.869,Powderhorn Park
15385,0032XX BLOOMINGTON AVE,MP2023321169,3,2023/12/02 00:00:00+00,2023/12/02 18:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25247,44.94382,-10380817.03,5612681.825,Powderhorn Park
15387,0009XX ELLIOT AVE,MP2023321265,1,2023/12/02 00:00:00+00,2023/12/02 21:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26105,44.96946,-10381772.7,5616714.249,Elliot Park
15392,0011XX LAGOON AVE,MP2023321491,5,2023/12/03 00:00:00+00,2023/12/03 00:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29406,44.94905,-10385447.19,5613503.703,Lowry Hill East
15395,0019XX CENTRAL AVE NE,MP2023321713,2,2023/12/03 00:00:00+00,2023/12/03 09:39:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24737,45.00841,-10380249.71,5622845.0,Windom Park
15411,0039XX 43RD AVE S,MP2023161568,3,2023/06/21 00:00:00+00,2023/06/21 07:52:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21149,44.93155,-10376255.52,5610752.487,Howe
15412,0028XX 31ST ST E,MP2023161628,3,2023/06/21 00:00:00+00,2023/06/21 09:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23079,44.94685,-10378404.54,5613157.75,Longfellow
15414,0004XX 49TH ST W,MP2023161666,5,2023/06/21 00:00:00+00,2023/06/21 10:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28507,44.91415,-10384445.93,5608016.311,Tangletown
15417,0031XX GIRARD AVE S,MP2023161832,5,2023/06/21 00:00:00+00,2023/06/21 14:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29704,44.94566,-10385778.54,5612970.813,South Uptown
15421,24TH ST E / 11TH AVE S,MP2023161940,3,2023/06/21 00:00:00+00,2023/06/21 19:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25821,44.95912,-10381456.28,5615088.81,Ventura Village
15426,0004XX INDUSTRIAL BLVD,MP2023162172,2,2023/06/21 00:00:00+00,2023/06/21 20:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21142,44.99435,-10376248.28,5620631.417,Mid - City Industrial
15428,0022XX 17TH AVE S,MP2023162242,3,2023/06/22 00:00:00+00,2023/06/22 00:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24985,44.96003,-10380525.74,5615231.828,East Phillips
15434,0029XX GARFIELD AVE,MP2023162352,5,2023/06/21 00:00:00+00,2023/06/21 23:49:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28681,44.95016,-10384640.3,5613679.18,Whittier
15435,0035XX QUEEN AVE N,MP2023162398,4,2023/06/22 00:00:00+00,2023/06/22 05:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30953,45.01956,-10387169.92,5624601.647,Cleveland
15436,0016XX 28TH ST E,MP2023162514,3,2023/06/22 00:00:00+00,2023/06/22 14:16:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25057,44.95196,-10380605.76,5613961.029,East Phillips
15437,0059XX PORTLAND AVE,MP2023162515,3,2023/06/22 00:00:00+00,2023/06/22 07:10:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26778,44.89518,-10382521.57,5605035.248,Diamond Lake
15491,FRANKLIN AVE W / GIRARD AVE S,MP2023233493,5,2023/08/31 00:00:00+00,2023/08/31 08:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2969,44.96272,-10385763.14,5615653.784,Lowry Hill
15493,0010XX LAKE ST W,MP2023233619,5,2023/08/31 00:00:00+00,2023/08/31 14:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29223,44.94836,-10385243.64,5613394.7,Lowry Hill East
15496,26TH ST W / EAST LAKE OF THE ISLES PKWY,MP2023233702,5,2023/08/31 00:00:00+00,2023/08/31 13:32:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30348,44.95767,-10386495.85,5614860.73,East Isles
15499,0012XX 5TH ST NE,MP2023233786,2,2023/08/31 00:00:00+00,2023/08/31 15:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26024,44.9998,-10381682.66,5621490.25,Sheridan
15501,0036XX BRYANT AVE S,MP2023233828,5,2023/08/31 00:00:00+00,2023/08/31 15:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29076,44.93679,-10385080.25,5611575.656,East Harriet
15502,0044XX 34TH AVE S,MP2023233836,3,2023/08/31 00:00:00+00,2023/08/31 19:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22293,44.92239,-10377529.54,5609311.844,Ericsson
15503,0001XX 31ST ST E,MP2023233842,5,2023/08/31 00:00:00+00,2023/08/31 15:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27601,44.94665,-10383438.25,5613126.571,Lyndale
15506,0007XX 54TH ST E,MP2023233926,3,2023/08/31 00:00:00+00,2023/08/31 19:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26327,44.90524,-10382019.83,5606615.264,Page
15507,0061XX LYNDALE AVE S,MP2023233931,5,2023/08/31 00:00:00+00,2023/08/31 17:21:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28836,44.8915,-10384812.32,5604457.259,Windom
15508,0003XX HENNEPIN AVE E,MP2023233977,2,2023/08/31 00:00:00+00,2023/08/31 17:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25567,44.98823,-10381173.62,5619668.213,Nicollet Island - East Bank
15509,0003XX LAKE ST E,MP2023233984,3,2023/08/31 00:00:00+00,2023/08/31 17:58:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27223,44.94835,-10383016.62,5613394.539,Phillips West
15510,0041XX 28TH AVE S,MP2023234006,3,2023/08/31 00:00:00+00,2023/08/31 18:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23212,44.9278,-10378552.35,5610161.703,Standish
15511,0037XX 6TH ST N,MP2023234010,4,2023/08/31 00:00:00+00,2023/08/31 18:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28653,45.02302,-10384609.28,5625146.785,McKinley
15513,27TH ST W / HUMBOLDT AVE S,MP2023234030,5,2023/08/31 00:00:00+00,2023/08/31 17:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29918,44.95375,-10386016.85,5614243.808,East Isles
15514,0030XX 31ST ST E,MP2023234047,3,2023/08/31 00:00:00+00,2023/08/31 18:56:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22775,44.94685,-10378065.61,5613158.248,Longfellow
15516,0006XX KENWOOD PKWY,MP2023234095,5,2023/08/31 00:00:00+00,2023/08/31 19:41:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29445,44.96988,-10385491.17,5616780.216,Lowry Hill
15518,0046XX UPTON AVE S,MP2023234143,5,2023/08/31 00:00:00+00,2023/08/31 20:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31507,44.91882,-10387786.25,5608749.89,Linden Hills
15521,22ND ST W / GRAND AVE S,MP2023234223,5,2023/08/31 00:00:00+00,2023/08/31 21:54:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28419,44.9609,-10384349.04,5615368.696,Whittier
15525,0004XX 7TH ST S,MP2023234361,1,2023/09/01 00:00:00+00,2023/09/01 01:10:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26611,44.97429,-10382336.15,5617475.658,Downtown West
15526,47TH ST W / LYNDALE AVE S,MP2023234412,5,2023/09/01 00:00:00+00,2023/09/01 02:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28832,44.91775,-10384808.26,5608582.769,Tangletown
15527,0025XX 43RD AVE N,MP2023234496,4,2023/09/01 00:00:00+00,2023/09/01 08:15:00+00,AUTOTH,AUTOMOBILE THEFT,-93.313,45.03339,-10387555.53,5626779.274,Victory
15531,0040XX VINCENT AVE S,MP2023234573,5,2023/09/01 00:00:00+00,2023/09/01 09:25:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31602,44.92959,-10387891.68,5610444.291,Linden Hills
15533,0026XX PARK AVE,MP2023234587,3,2023/09/01 00:00:00+00,2023/09/01 09:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26515,44.95464,-10382228.6,5614382.695,Phillips West
15536,0030XX 53RD ST E,MP2023234640,3,2023/09/01 00:00:00+00,2023/09/01 09:40:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22783,44.90718,-10378074.58,5606920.195,Keewaydin
15538,0004XX 33RD ST W,MP2023234681,5,2023/09/01 00:00:00+00,2023/09/01 13:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28495,44.94292,-10384433.34,5612539.345,Lyndale
15539,0001XX 44TH ST E,MP2023234682,5,2023/09/01 00:00:00+00,2023/09/01 13:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.276,44.92327,-10383437.1,5609449.635,King Field
15543,0006XX 15TH ST E,MP2023311475,1,2023/11/21 00:00:00+00,2023/11/21 10:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26638,44.96806,-10382365.89,5616494.206,Elliot Park
15548,0047XX BLOOMINGTON AVE,MP2023312506,3,2023/11/22 00:00:00+00,2023/11/22 13:32:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2524,44.91699,-10380809.88,5608463.195,Northrop
15552,0034XX PENN AVE N,MP2023312577,4,2023/11/22 00:00:00+00,2023/11/22 14:56:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30826,45.01776,-10387027.88,5624317.189,Folwell
15554,0008XX 4TH ST NE,MP2023312665,2,2023/11/22 00:00:00+00,2023/11/22 17:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26124,44.99766,-10381793.85,5621153.235,St. Anthony West
