id,publicaddress,caseNumber,precinct,reportedDate,reportedDateTime,offense,description,centerLong,centerLat,centerX,centerY,neighborhood
2,BLAISDELL AVE / 26TH ST W,MP202337360,5,2023/02/15 00:00:00+00,2023/02/15 12:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27964,44.95553,-10383841.88,5614523.862,Whittier
5,0026XX GIRARD AVE N,MP202346685,4,2023/02/26 00:00:00+00,2023/02/26 15:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29683,45.00686,-10385756.02,5622602.05,Jordan
12,0020XX CENTRAL AVE NE,MP202347923,2,2023/02/27 00:00:00+00,2023/02/27 21:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24737,45.00939,-10380249.37,5622999.848,Windom Park
14,0030XX 29TH AVE S,MP202348059,3,2023/02/28 00:00:00+00,2023/02/28 03:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23,44.94761,-10378316.53,5613277.544,Longfellow
16,0057XX BLAISDELL AVE,MP202348108,5,2023/02/28 00:00:00+00,2023/02/28 09:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27937,44.89877,-10383812.49,5605599.538,Windom
18,0040XX OAKLAND AVE,MP202348138,3,2023/02/28 00:00:00+00,2023/02/28 08:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26628,44.92965,-10382355.15,5610453.011,Bryant
20,0040XX 43RD AVE S,MP202348146,3,2023/02/28 00:00:00+00,2023/02/28 08:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21149,44.92974,-10376255.07,5610467.16,Hiawatha
21,0041XX 11TH AVE S,MP202348147,3,2023/02/28 00:00:00+00,2023/02/28 08:32:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25873,44.92784,-10381513.92,5610167.987,Bancroft
22,25TH ST W / GIRARD AVE S,MP202348154,5,2023/02/28 00:00:00+00,2023/02/28 15:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29694,44.95734,-10385767.3,5614807.922,East Isles
23,0022XX POLK ST NE,MP202348168,2,2023/02/28 00:00:00+00,2023/02/28 08:40:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24558,45.01039,-10380050.34,5623157.218,Windom Park
24,0024XX 1ST AVE S,MP202348228,5,2023/02/28 00:00:00+00,2023/02/28 09:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27656,44.95826,-10383498.88,5614952.452,Whittier
25,0024XX LYNDALE AVE S,MP202348242,5,2023/02/28 00:00:00+00,2023/02/28 15:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28803,44.95823,-10384775.89,5614948.153,Whittier
26,8TH ST S / 20TH AVE S,MP202348255,1,2023/02/28 00:00:00+00,2023/02/28 10:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24409,44.9653,-10379884.35,5616060.75,Cedar Riverside
30,0014XX PLYMOUTH AVE N,MP202348342,4,2023/02/28 00:00:00+00,2023/02/28 13:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29883,44.9915,-10385978.11,5620183.312,Near - North
31,0007XX 20TH AVE S,MP202348395,1,2023/02/28 00:00:00+00,2023/02/28 13:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24408,44.96596,-10379884.06,5616164.032,Cedar Riverside
32,32ND ST W / PLEASANT AVE,MP202348405,5,2023/02/28 00:00:00+00,2023/02/28 16:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28304,44.94474,-10384220.16,5612825.454,Lyndale
34,0041XX 31ST ST E,MP202348438,3,2023/02/28 00:00:00+00,2023/02/28 14:03:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21337,44.94682,-10376464.46,5613152.889,Cooper
36,0026XX CENTRAL AVE NE,MP202348468,2,2023/02/28 00:00:00+00,2023/02/28 14:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24734,45.01587,-10380246.43,5624019.995,Holland
39,0018XX 3RD AVE S,MP202348514,5,2023/02/28 00:00:00+00,2023/02/28 16:14:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27276,44.96458,-10383075.76,5615947.797,Steven's Square - Loring Heights
44,0005XX 14TH AVE SE,MP202348639,2,2023/02/28 00:00:00+00,2023/02/28 20:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23461,44.98196,-10378828.82,5618682.534,Marcy Holmes
45,0023XX JACKSON ST NE,MP202348643,2,2023/02/28 00:00:00+00,2023/02/28 18:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24913,45.01152,-10380445.4,5623335.449,Holland
46,0030XX EXCELSIOR BLVD,MP202348662,5,2023/02/28 00:00:00+00,2023/02/28 22:34:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31925,44.94795,-10388251.76,5613331.227,West Maka Ska
47,28TH ST E / CHICAGO AVE,MP202348688,3,2023/02/28 00:00:00+00,2023/02/28 19:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26264,44.95195,-10381949.15,5613959.564,Midtown Phillips
48,0031XX ELLIOT AVE,MP202348695,3,2023/02/28 00:00:00+00,2023/02/28 18:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26137,44.94564,-10381808.09,5612967.332,Powderhorn Park
50,ONTARIO AVE / ALDRICH AVE N,MP202348795,5,2023/02/28 00:00:00+00,2023/02/28 21:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28928,44.97302,-10384914.59,5617274.808,Lowry Hill
52,0009XX UPTON AVE N,MP202348806,4,2023/02/28 00:00:00+00,2023/02/28 21:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31466,44.98702,-10387740.39,5619478.181,Willard - Hay
56,0010XX UPTON AVE N,MP202348847,4,2023/02/28 00:00:00+00,2023/02/28 23:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31465,44.98845,-10387739.31,5619704.128,Willard - Hay
57,0028XX HUMBOLDT AVE N,MP202348882,4,2023/02/28 00:00:00+00,2023/02/28 22:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29811,45.00867,-10385897.6,5622886.838,Jordan
59,0024XX 16TH AVE S,MP202348972,3,2023/03/01 00:00:00+00,2023/03/01 03:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25114,44.95824,-10380669.43,5614948.863,East Phillips
60,0017XX WASHINGTON ST NE,MP202348996,2,2023/03/01 00:00:00+00,2023/03/01 02:22:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25755,45.00581,-10381383.46,5622436.969,Logan Park
62,0031XX CHICAGO AVE,MP202349036,3,2023/03/01 00:00:00+00,2023/03/01 07:31:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26264,44.94567,-10381949.79,5612972.879,Powderhorn Park
64,0011XX 4TH ST S,MP202349048,1,2023/03/01 00:00:00+00,2023/03/01 11:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25549,44.97394,-10381153.64,5617419.084,Downtown East
66,0026XX 8TH AVE N,MP202349077,4,2023/03/01 00:00:00+00,2023/03/01 08:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31403,44.98611,-10387670.13,5619335.445,Willard - Hay
67,0024XX 16TH AVE N,MP202349078,4,2023/03/01 00:00:00+00,2023/03/01 08:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31142,44.99515,-10387379.26,5620758.157,Willard - Hay
71,0011XX YALE AVE,MP202349179,2,2023/03/01 00:00:00+00,2023/03/01 10:22:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22234,44.96621,-10377463.19,5616203.564,Prospect Park - East River Road
72,0028XX 10TH AVE S,MP202349182,3,2023/03/01 00:00:00+00,2023/03/01 10:34:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2601,44.95152,-10381667.05,5613892.154,Midtown Phillips
73,0007XX 35TH ST E,MP202349186,3,2023/03/01 00:00:00+00,2023/03/01 11:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26446,44.93957,-10382152.69,5612012.442,Central
75,0014XX 29TH AVE N,MP202349243,4,2023/03/01 00:00:00+00,2023/03/01 14:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29747,45.00957,-10385827.36,5623027.886,Jordan
76,0020XX ELLIOT AVE,MP202349253,3,2023/03/01 00:00:00+00,2023/03/01 12:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26109,44.96226,-10381777.38,5615581.952,Ventura Village
77,0014XX 6TH ST NE,MP202349264,2,2023/03/01 00:00:00+00,2023/03/01 12:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25889,45.00198,-10381532.7,5621833.763,Logan Park
79,0032XX 14TH AVE S,MP202349312,3,2023/03/01 00:00:00+00,2023/03/01 13:21:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25502,44.94384,-10381101.15,5612684.003,Powderhorn Park
107,0022XX 17TH AVE S,MP2023150118,3,2023/09/17 00:00:00+00,2023/09/17 03:13:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24985,44.96003,-10380525.74,5615231.828,Ventura Village
108,0016XX WASHBURN AVE N,MP2023213301,4,2023/09/18 00:00:00+00,2023/09/18 10:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31719,44.99611,-10388021.63,5620909.069,Willard - Hay
113,0011XX EAST MINNEHAHA PKWY,MP2023249347,3,2023/09/16 00:00:00+00,2023/09/16 10:31:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25816,44.91312,-10381451.12,5607853.792,Northrop
120,0019XX 37TH ST E,MP2023250115,3,2023/09/17 00:00:00+00,2023/09/17 02:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24418,44.93593,-10379894.65,5611439.871,Standish
125,0021XX MINNEHAHA AVE,MP2023250239,3,2023/09/17 00:00:00+00,2023/09/17 08:18:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24363,44.96162,-10379833.22,5615481.573,Seward
130,0004XX 7TH ST S,MP2023250327,1,2023/09/17 00:00:00+00,2023/09/17 11:42:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26611,44.97429,-10382336.15,5617475.658,Downtown West
132,0032XX ELLIOT AVE,MP2023250349,3,2023/09/17 00:00:00+00,2023/09/17 14:31:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26135,44.94395,-10381805.74,5612702.271,Powderhorn Park
133,0004XX MAIN ST NE,MP2023250362,2,2023/09/17 00:00:00+00,2023/09/17 11:56:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26316,44.99243,-10382007.94,5620330.305,St. Anthony West
136,0026XX 12TH AVE S,MP2023250392,3,2023/09/17 00:00:00+00,2023/09/17 14:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25753,44.95463,-10381381.17,5614382.016,Midtown Phillips
138,0016XX 6TH ST S,MP2023250408,1,2023/09/17 00:00:00+00,2023/09/17 13:34:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2485,44.96812,-10380375.17,5616503.931,Cedar Riverside
140,0043XX 10TH AVE S,MP2023250468,3,2023/09/17 00:00:00+00,2023/09/17 15:41:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26001,44.92423,-10381656.74,5609600.534,Northrop
143,0027XX GIRARD AVE S,MP2023250528,5,2023/09/17 00:00:00+00,2023/09/17 16:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29697,44.95285,-10385770.9,5614101.6,Lowry Hill East
144,0026XX HENNEPIN AVE,MP2023250530,5,2023/09/17 00:00:00+00,2023/09/17 18:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.297,44.9551,-10385774.81,5614456.1,East Isles
147,0005XX 6TH ST SE,MP2023250680,2,2023/09/17 00:00:00+00,2023/09/17 21:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24602,44.98716,-10380099.72,5619500.45,Marcy Holmes
148,0058XX PORTLAND AVE,MP2023250745,3,2023/09/17 00:00:00+00,2023/09/17 20:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26773,44.89784,-10382516.25,5605453.455,Diamond Lake
153,0015XX GRAND ST NE,MP2023250827,2,2023/09/18 00:00:00+00,2023/09/18 00:33:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27003,45.0027,-10382772.73,5621945.894,Sheridan
157,0053XX COLUMBUS AVE,MP2023250931,3,2023/09/17 00:00:00+00,2023/09/17 23:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26392,44.90614,-10382091.94,5606757.653,Page
158,0023XX GARFIELD AVE,MP2023250972,5,2023/09/18 00:00:00+00,2023/09/18 00:49:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28675,44.96001,-10384633.45,5615228.842,Whittier
165,0001XX 22ND ST W,MP2023251077,5,2023/09/18 00:00:00+00,2023/09/18 09:09:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28043,44.9609,-10383930.13,5615368.573,Whittier
240,0030XX GARFIELD AVE,MP202371625,5,2023/03/25 00:00:00+00,2023/03/25 16:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28683,44.94749,-10384642.8,5613258.294,Lyndale
241,0033XX VINCENT AVE N,MP202373636,4,2023/03/27 00:00:00+00,2023/03/27 18:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31589,45.01596,-10387876.93,5624033.979,Cleveland
246,0010XX 2ND AVE N,MP202374490,4,2023/03/28 00:00:00+00,2023/03/28 19:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29353,44.97896,-10385387.98,5618210.389,Harrison
247,0015XX 4TH ST S,MP202374934,1,2023/03/29 00:00:00+00,2023/03/29 08:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24866,44.97082,-10380393.3,5616928.681,Cedar Riverside
248,0035XX 32ND AVE S,MP202374965,3,2023/03/29 00:00:00+00,2023/03/29 08:27:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22571,44.93866,-10377838.29,5611870.186,Howe
249,0030XX 44TH AVE S,MP202375024,3,2023/03/29 00:00:00+00,2023/03/29 13:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21017,44.94758,-10376108.9,5613273.268,Cooper
250,22ND ST E / 17TH AVE S,MP202375027,3,2023/03/29 00:00:00+00,2023/03/29 09:25:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24984,44.96093,-10380524.44,5615373.505,Ventura Village
251,0026XX HARRIET AVE,MP202375041,5,2023/03/29 00:00:00+00,2023/03/29 12:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28551,44.95464,-10384495.85,5614383.205,Whittier
252,10TH AVE S / 40TH ST E,MP202375092,3,2023/03/29 00:00:00+00,2023/03/29 12:48:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25998,44.93054,-10381653.46,5610592.965,Bancroft
254,0018XX ELLIOT AVE,MP202375114,3,2023/03/29 00:00:00+00,2023/03/29 11:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26106,44.96454,-10381773.23,5615941.082,Ventura Village
255,0003XX 34TH ST W,MP202375131,5,2023/03/29 00:00:00+00,2023/03/29 15:40:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28368,44.94132,-10384292.1,5612288.293,Lyndale
256,0006XX ERIE ST SE,MP202375139,2,2023/03/29 00:00:00+00,2023/03/29 15:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22428,44.96904,-10377679.8,5616648.907,Prospect Park - East River Road
258,0031XX BRYANT AVE S,MP202375150,5,2023/03/29 00:00:00+00,2023/03/29 12:10:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29067,44.94566,-10385069.98,5612971.478,South Uptown
262,0007XX NEWTON AVE N,MP202375215,4,2023/03/29 00:00:00+00,2023/03/29 14:27:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30576,44.98539,-10386749.29,5619221.94,Near - North
263,0016XX RUSSELL AVE N,MP202375227,4,2023/03/29 00:00:00+00,2023/03/29 14:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31077,44.99606,-10387307.54,5620901.206,Willard - Hay
264,8TH ST SE / 11TH AVE SE,MP202375234,2,2023/03/29 00:00:00+00,2023/03/29 14:54:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23682,44.98607,-10379075.46,5619329.315,Marcy Holmes
268,0025XX 9TH ST S,MP202375308,3,2023/03/29 00:00:00+00,2023/03/29 15:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23458,44.96397,-10378825.67,5615851.449,Seward
269,0005XX UNIVERSITY AVE SE,MP202375340,2,2023/03/29 00:00:00+00,2023/03/29 17:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24835,44.98422,-10380358.56,5619037.281,Marcy Holmes
270,0019XX 11TH AVE S,MP202375372,3,2023/03/29 00:00:00+00,2023/03/29 17:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25819,44.96332,-10381453.83,5615749.103,Ventura Village
272,36TH ST E / LONGFELLOW AVE,MP202375441,3,2023/03/29 00:00:00+00,2023/03/29 18:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24607,44.93773,-10380105.01,5611723.851,Corcoran
273,0035XX 35TH AVE S,MP202375451,3,2023/03/29 00:00:00+00,2023/03/29 18:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22167,44.9387,-10377388.59,5611875.781,Howe
274,24TH AVE N / LYNDALE AVE N,MP202375457,4,2023/03/29 00:00:00+00,2023/03/29 17:58:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28799,45.00369,-10384771.57,5622102.267,Hawthorne
276,FRANKLIN AVE E / CHICAGO AVE,MP202375463,3,2023/03/29 00:00:00+00,2023/03/29 18:48:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26255,44.9627,-10381940.07,5615651.971,Ventura Village
277,0036XX 43RD ST E,MP202375495,3,2023/03/29 00:00:00+00,2023/03/29 18:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21991,44.92513,-10377192.93,5609742.963,Hiawatha
278,0039XX ELLIOT AVE,MP202375513,3,2023/03/29 00:00:00+00,2023/03/29 18:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26124,44.93144,-10381793.6,5610735.194,Bancroft
281,48TH ST E / COLUMBUS AVE,MP202375527,3,2023/03/29 00:00:00+00,2023/03/29 23:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26391,44.91611,-10382090.52,5608324.767,Field
282,0051XX LUVERNE AVE,MP202375576,3,2023/03/29 00:00:00+00,2023/03/29 19:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26941,44.90943,-10382703.67,5607274.132,Page
283,48TH ST E / COLUMBUS AVE,MP202375590,3,2023/03/29 00:00:00+00,2023/03/29 20:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26391,44.91611,-10382090.52,5608324.767,Field
285,0007XX 4TH AVE S,MP202375699,1,2023/03/29 00:00:00+00,2023/03/29 22:28:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2672,44.9741,-10382457.76,5617445.486,Downtown West
289,0046XX 2ND AVE S,MP202375755,3,2023/03/30 00:00:00+00,2023/03/30 00:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27412,44.91864,-10383227.71,5608722.592,Field
291,0033XX GARFIELD ST NE,MP202375799,2,2023/03/30 00:00:00+00,2023/03/30 00:56:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23292,45.02901,-10378640.76,5626089.982,Waite Park
295,0007XX 23RD AVE NE,MP202375904,2,2023/03/30 00:00:00+00,2023/03/30 09:18:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25168,45.01087,-10380729.5,5623232.81,Holland
298,0006XX MARSHALL ST NE,MP202375960,2,2023/03/30 00:00:00+00,2023/03/30 08:32:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26541,44.99342,-10382258.32,5620485.205,St. Anthony West
300,0019XX 32ND AVE NE,MP202376042,2,2023/03/30 00:00:00+00,2023/03/30 10:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23264,45.02588,-10378609.56,5625596.862,Waite Park
301,0007XX 23RD AVE NE,MP202376142,2,2023/03/30 00:00:00+00,2023/03/30 13:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25168,45.01087,-10380729.5,5623232.81,Holland
302,0011XX 28TH AVE NE,MP202376149,2,2023/03/30 00:00:00+00,2023/03/30 12:31:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24301,45.0186,-10379764.15,5624449.977,Audubon Park
306,0004XX OAK GROVE ST,MP202352922,1,2023/03/05 00:00:00+00,2023/03/05 05:40:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28323,44.96693,-10384241.46,5616316.497,Loring Park
310,0007XX 32ND ST E,MP202354961,3,2023/03/07 00:00:00+00,2023/03/07 08:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26454,44.94473,-10382160.61,5612824.581,Central
311,0001XX 35TH ST E,MP202354963,5,2023/03/07 00:00:00+00,2023/03/07 09:25:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27598,44.93954,-10383434.48,5612009.046,Lyndale
313,0025XX 5TH ST NE,MP202355051,2,2023/03/07 00:00:00+00,2023/03/07 11:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26035,45.01405,-10381694.59,5623733.878,Holland
315,0031XX 44TH AVE S,MP202355125,3,2023/03/07 00:00:00+00,2023/03/07 15:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21004,44.94596,-10376093.69,5613017.759,Cooper
316,0025XX 14TH AVE S,MP202355136,3,2023/03/07 00:00:00+00,2023/03/07 13:52:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25497,44.95644,-10381095.87,5614666.658,Midtown Phillips
322,0008XX 21ST AVE S,MP202355169,1,2023/03/07 00:00:00+00,2023/03/07 14:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2425,44.96502,-10379707.22,5616016.458,Cedar Riverside
324,0014XX FRANKLIN AVE E,MP202355211,3,2023/03/07 00:00:00+00,2023/03/07 14:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25513,44.96273,-10381113.16,5615655.576,Ventura Village
325,0009XX 14TH ST E,MP202355230,1,2023/03/07 00:00:00+00,2023/03/07 15:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26037,44.96886,-10381696.77,5616619.711,Elliot Park
326,0027XX 28TH ST E,MP202355251,3,2023/03/07 00:00:00+00,2023/03/07 18:03:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23233,44.95197,-10378576.03,5613963.772,Longfellow
329,FRANKLIN AVE E / 10TH AVE S,MP202355275,3,2023/03/07 00:00:00+00,2023/03/07 18:01:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25966,44.96271,-10381618.38,5615653.178,Ventura Village
330,0028XX NICOLLET AVE,MP202355306,5,2023/03/07 00:00:00+00,2023/03/07 16:15:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2779,44.95145,-10383648.76,5613881.662,Whittier
332,0025XX LAKE ST W,MP202355313,5,2023/03/07 00:00:00+00,2023/03/07 16:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31167,44.95044,-10387407.43,5613723.253,Cedar - Isles - Dean
334,0020XX 24TH ST E,MP202355339,3,2023/03/07 00:00:00+00,2023/03/07 23:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24282,44.95915,-10379742.76,5615092.537,Seward
335,0022XX NICOLLET AVE,MP202355376,5,2023/03/07 00:00:00+00,2023/03/07 23:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27784,44.96003,-10383641.22,5615231.457,Whittier
336,0011XX 4TH ST SE,MP202355398,2,2023/03/07 00:00:00+00,2023/03/07 17:42:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23924,44.98188,-10379344.4,5618668.542,Marcy Holmes
337,0031XX EXCELSIOR BLVD,MP202355421,5,2023/03/07 00:00:00+00,2023/03/07 18:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.3216,44.94671,-10388513.41,5613136.409,West Maka Ska
339,0022XX SNELLING AVE,MP202355498,3,2023/03/07 00:00:00+00,2023/03/07 19:09:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24431,44.96006,-10379908.78,5615235.925,Seward
340,34TH ST E / 4TH AVE S,MP202355592,3,2023/03/07 00:00:00+00,2023/03/07 21:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27021,44.94137,-10382792.32,5612295.593,Central
342,0023XX 15TH AVE S,MP202355648,3,2023/03/07 00:00:00+00,2023/03/07 23:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25354,44.95958,-10380936.75,5615160.381,Ventura Village
343,0030XX NICOLLET AVE,MP202355698,5,2023/03/08 00:00:00+00,2023/03/08 01:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27793,44.94749,-10383651.36,5613259.321,Lyndale
367,0001XX GRANT ST W,MP2023165588,1,2023/06/25 00:00:00+00,2023/06/25 00:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28008,44.96986,-10383891.06,5616778.292,Loring Park
374,0034XX 6TH ST N,MP2023165892,4,2023/06/25 00:00:00+00,2023/06/25 13:44:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2865,45.0176,-10384606.07,5624292.037,McKinley
379,0022XX QUEEN AVE N,MP2023165986,4,2023/06/25 00:00:00+00,2023/06/25 13:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30949,45.0015,-10387164.74,5621757.018,Willard - Hay
380,27TH ST W / BRYANT AVE S,MP2023166015,5,2023/06/25 00:00:00+00,2023/06/25 15:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29062,44.95374,-10385063.95,5614241.337,Lowry Hill East
381,0025XX 17TH AVE S,MP2023166028,3,2023/06/25 00:00:00+00,2023/06/25 14:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24989,44.95644,-10380530.21,5614665.69,East Phillips
383,0026XX 8TH ST S,MP2023166086,1,2023/06/25 00:00:00+00,2023/06/25 19:58:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23377,44.9653,-10378736.03,5616060.688,Cedar Riverside
385,30TH AVE N / DUPONT AVE N,MP2023166147,4,2023/06/25 00:00:00+00,2023/06/25 16:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29306,45.01134,-10385336.41,5623306.333,Hawthorne
387,0032XX 38TH AVE S,MP2023166204,3,2023/06/25 00:00:00+00,2023/06/25 20:49:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21784,44.94415,-10376962.77,5612733.753,Cooper
388,0032XX 36TH AVE S,MP2023166216,3,2023/06/25 00:00:00+00,2023/06/25 18:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22039,44.94413,-10377246.31,5612730.188,Longfellow
390,24TH ST E / ELLIOT AVE,MP2023166273,3,2023/06/25 00:00:00+00,2023/06/25 23:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26129,44.95912,-10381799.35,5615088.257,Ventura Village
391,0029XX GARFIELD AVE,MP2023166277,5,2023/06/25 00:00:00+00,2023/06/25 18:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28681,44.95016,-10384640.3,5613679.18,Whittier
392,0031XX PLEASANT AVE,MP2023166317,5,2023/06/25 00:00:00+00,2023/06/25 19:34:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28303,44.94567,-10384219.66,5612971.828,Lyndale
394,0012XX 7TH ST SE,MP2023166397,2,2023/06/25 00:00:00+00,2023/06/25 21:53:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23551,44.98426,-10378929.13,5619043.594,Marcy Holmes
398,0007XX LOWRY AVE NE,MP2023166646,2,2023/06/26 00:00:00+00,2023/06/26 04:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25167,45.01316,-10380728.29,5623593.769,Holland
